X1,X2,Y,X3
1,4,75000,840
2,9,135000,124
1,3,80000,36
2,13,185000,840
1,1,60000,124
2,5,95000,826
1,12,170000,36
2,3,65000,840
1,7,120000,36
2,0,25000,826
1,14,195000,124
2,16,215000,124
1,2,55000,156
2,9,145000,840
1,4,75000,826
2,9,135000,156
1,3,80000,826
2,13,185000,156
1,1,60000,36
2,5,95000,826
1,12,170000,124
2,3,65000,36
1,7,120000,36
2,0,25000,36
1,14,195000,840
2,16,215000,156
1,2,55000,156
2,9,145000,36
1,4,75000,156
1,2,45000,840
2,8,80000,124
1,7,90000,826
2,1,35000,156
1,12,120000,156
2,4,60000,124
1,5,70000,124
2,3,40000,156
1,15,150000,826
2,2,35000,840
1,13,130000,124
2,1,35000,36
1,18,180000,840
2,4,60000,36
1,6,75000,826
2,3,50000,826
1,10,100000,156
2,2,40000,124
1,11,110000,840
2,4,55000,156
1,17,170000,124
2,3,40000,36
1,9,95000,36
2,1,35000,156
1,14,140000,826
2,5,70000,156
1,3,50000,826
2,6,75000,826
1,2,40000,826
2,12,120000,36
1,2,40000,840
2,16,160000,840
1,4,55000,840
2,10,100000,826
1,1,35000,156
2,8,80000,156
1,7,90000,826
2,1,35000,826
1,13,130000,124
2,4,60000,124
1,5,70000,826
2,3,40000,124
1,15,150000,36
2,2,35000,840
1,18,180000,156
2,2,40000,36
1,6,75000,36
2,12,120000,36
1,3,50000,826
2,7,90000,124
1,1,35000,124
2,11,110000,36
1,3,45000,826
2,5,70000,156
1,1,30000,840
2,13,130000,826
1,4,60000,124
2,15,150000,156
1,8,80000,156
2,1,35000,156
1,16,160000,840
2,2,40000,156
1,17,170000,156
2,3,40000,840
1,9,95000,36
2,1,35000,36
1,10,100000,36
2,5,70000,124
1,3,50000,36
2,12,120000,36
1,2,40000,124
1,3,50000,156
2,14,140000,156
1,2,40000,826
2,10,100000,826
1,1,30000,156
2,6,75000,840
1,2,40000,156
2,18,180000,124
1,8,80000,826
2,1,35000,156
1,12,120000,124
2,3,45000,840
1,7,90000,124
2,4,55000,124
1,16,160000,36
2,2,40000,840
1,17,170000,156
2,3,40000,826
1,9,95000,124
2,1,35000,36
1,11,110000,124
2,6,75000,156
1,3,50000,156
2,12,120000,124
1,2,40000,826
2,15,150000,156
1,5,70000,826
2,19,190000,124
1,3,40000,156
2,6,75000,156
1,14,140000,156
2,1,35000,124
1,12,120000,840
2,8,80000,124
1,1,35000,156
2,13,130000,124
1,2,40000,36
2,7,90000,124
1,4,55000,840
2,18,180000,36
1,3,45000,36
2,19,190000,156
1,3,50000,36
2,4,55000,826
1,13,130000,826
2,1,35000,840
1,12,120000,156
2,9,95000,156
1,1,35000,36
2,14,140000,826
1,2,40000,156
2,8,80000,36
1,4,55000,36
2,19,190000,156
1,6,75000,124
2,17,170000,156
1,3,50000,156
2,4,55000,36
1,13,130000,124
2,1,35000,156
1,12,120000,124
2,9,95000,840
1,1,35000,156
2,14,140000,156
1,2,40000,124
2,8,80000,826
1,4,55000,156
2,19,190000,124
1,6,75000,156
2,17,170000,156
1,3,50000,124
2,4,55000,840
1,13,130000,840
2,1,35000,124
1,12,120000,156
2,9,95000,124
1,1,35000,840
2,14,140000,840
1,2,40000,156
2,8,80000,124
1,4,55000,840
2,19,190000,826
1,6,75000,840
2,17,170000,36
1,3,50000,826
2,4,55000,826
1,13,130000,124
2,1,35000,36
1,12,120000,840
2,9,95000,124
1,1,35000,840
2,14,140000,124
1,2,40000,156
2,8,80000,826
1,4,55000,826
2,19,190000,124
1,6,75000,156
2,17,170000,124
1,3,50000,36
2,4,55000,826
1,13,130000,124
2,1,35000,124
1,12,120000,124
2,9,95000,826
1,1,35000,36
2,14,140000,36
1,2,40000,36
2,8,80000,840
1,4,55000,124
2,19,190000,826
1,6,75000,840
2,17,170000,124
1,3,50000,36
2,4,55000,826
1,13,130000,36
2,1,35000,826
1,12,120000,826
2,9,95000,826
1,1,35000,826
2,14,140000,840
1,2,40000,840
2,8,80000,840
1,4,55000,826
2,19,190000,36
1,11,110000,36
2,2,40000,840
1,15,150000,156
2,4,55000,36
1,5,70000,156
2,16,160000,840
1,1,35000,36
2,10,100000,36
1,7,90000,156
2,3,50000,36
1,14,140000,156
2,2,40000,156
1,18,180000,124
2,7,90000,840
1,1,35000,36
2,12,120000,156
1,3,45000,156
2,8,80000,36
1,4,55000,124
2,18,180000,36
1,6,75000,36
2,19,190000,156
1,3,40000,36
2,5,70000,156
1,15,150000,840
2,1,35000,36
1,12,120000,36
2,8,80000,124
1,1,35000,156
2,13,130000,124
1,2,40000,124
2,7,90000,156
1,4,55000,124
2,18,180000,826
1,3,45000,36
2,19,190000,124
1,3,50000,36
2,4,55000,840
1,13,130000,840
2,1,35000,840
1,12,120000,124
2,9,95000,156
1,1,35000,36
2,14,140000,840
1,2,40000,36
2,8,80000,826
1,4,55000,124
2,19,190000,156
1,6,75000,124
2,17,170000,156
1,3,50000,36
2,4,55000,840
1,13,130000,36
2,1,35000,36
1,12,120000,840
2,9,95000,840
1,1,35000,840
2,14,140000,840
1,2,40000,826
2,8,80000,156
1,4,55000,826
2,19,190000,840
1,6,75000,826
2,17,170000,36
1,3,50000,124
2,4,55000,156
1,13,130000,124
2,1,35000,826
1,12,120000,124
2,9,95000,36
1,1,35000,840
2,14,140000,156
1,2,40000,156
2,8,80000,124
1,4,55000,36
2,19,190000,124
1,6,75000,36
2,17,170000,124
1,3,50000,826
2,4,55000,36
1,13,130000,840
2,1,35000,826
1,12,120000,826
2,9,95000,156
1,1,35000,826
2,14,140000,36
1,2,40000,156
2,8,80000,124
1,4,55000,156
2,19,190000,124
1,6,75000,36
2,17,170000,840
1,3,50000,156
2,4,55000,156
1,13,130000,124
2,1,35000,124
1,12,120000,840
2,9,95000,840
1,1,35000,124
2,14,140000,156
1,2,40000,156
2,8,80000,36
1,4,55000,840
2,19,190000,156
1,6,75000,840
2,17,170000,826
1,3,50000,840
2,4,55000,124
1,13,130000,156
2,1,35000,826
1,12,120000,124
2,9,95000,826
1,1,35000,36
2,14,140000,826
1,2,40000,840
2,8,80000,36
1,4,55000,124
2,19,190000,156
1,6,75000,36
2,17,170000,156
1,3,50000,156
2,4,55000,124
1,13,130000,156
2,1,35000,36
1,12,120000,826
2,3,45000,124
1,16,160000,156
2,5,70000,826
1,6,75000,156
2,17,170000,840
1,1,35000,36
2,11,110000,840
1,8,80000,826
2,4,55000,124
1,15,150000,124
2,2,40000,826
1,19,190000,124
2,8,80000,840
1,1,35000,36
2,13,130000,826
1,3,45000,156
2,7,90000,840
1,4,55000,124
2,19,190000,826
1,7,90000,156
2,20,200000,826
1,3,40000,124
2,5,70000,124
1,16,160000,36
2,1,35000,840
1,13,130000,156
2,9,95000,36
1,1,35000,124
2,14,140000,826
1,2,40000,840
2,7,90000,840
1,4,55000,36
2,19,190000,156
1,6,75000,840
2,20,200000,36
1,3,50000,840
2,4,55000,826
1,14,140000,840
2,1,35000,36
1,13,130000,36
2,10,100000,840
1,1,35000,36
2,15,150000,826
1,2,40000,840
2,8,80000,36
1,4,55000,36
2,19,190000,826
1,7,90000,156
2,20,200000,124
1,3,40000,826
2,5,70000,36
1,16,160000,826
2,1,35000,36
1,13,130000,840
2,9,95000,840
1,1,35000,826
2,14,140000,36
1,2,40000,840
2,7,90000,826
1,4,55000,826
2,19,190000,36
1,6,75000,36
2,20,200000,124
1,3,50000,826
2,4,55000,156
1,14,140000,826
2,1,35000,124
1,13,130000,124
2,10,100000,826
1,1,35000,124
2,15,150000,124
1,2,40000,124
2,8,80000,124
1,4,55000,840
2,19,190000,124
1,7,90000,156
2,20,200000,826
1,3,40000,840
2,5,70000,124
1,16,160000,124
2,1,35000,840
1,13,130000,840
2,9,95000,840
1,1,35000,36
2,14,140000,36
1,2,40000,156
2,7,90000,826
1,4,55000,156
2,19,190000,826
1,6,75000,156
2,20,200000,36
1,3,50000,826
2,4,55000,156
1,14,140000,36
2,1,35000,156
1,13,130000,826
2,10,100000,156
1,1,35000,826
2,15,150000,36
1,2,40000,826
2,8,80000,840
1,4,55000,124
2,19,190000,826
1,7,90000,156
2,20,200000,156
1,3,40000,826
2,5,70000,826
1,16,160000,156
2,1,35000,840
1,13,130000,36
2,9,95000,156
1,1,35000,124
2,14,140000,124
1,2,40000,36
2,7,90000,36
1,4,55000,156
2,19,190000,826
1,6,75000,124
2,20,200000,826
1,3,50000,36
2,4,55000,156
1,14,140000,156
2,1,35000,124
